"","Genome","Accession","Source.information","Topology","Taxonomy","Molecule.type","Genome.length","Number.of.proteins","Host","Date.completed","Date.updated","first.acc","n.overlaps","len.overlaps"
"2106","Pseudomonas phage JG024","NC_017674","strain:JG024","linear","['Viruses', 'Caudovirales', 'Myoviridae', 'Pbunavirus']","DNA",66275,93,"bacteria","11/16/2012","08/13/2018","NC_017674",30,19.3333333333333
"2107","Pseudomonas phage K5","NC_030910","-","linear","['Viruses', 'Caudovirales', 'Myoviridae', 'Pakpunavirus', 'unclassified Pakpunavirus']","DNA",93754,178,"bacteria","09/19/2016","08/13/2018","NC_030910",57,6.94736842105263
"2108","Pseudomonas phage K8","NC_028817","-","linear","['Viruses', 'Caudovirales', 'Myoviridae', 'Pakpunavirus', 'unclassified Pakpunavirus']","DNA",93879,178,"bacteria","01/05/2016","08/13/2018","NC_028817",56,7.58928571428571
"2109","Pseudomonas phage KPP10","NC_015272","-","linear","['Viruses', 'Caudovirales', 'Myoviridae', 'Nankokuvirus']","DNA",88322,158,"bacteria","03/29/2011","08/13/2018","NC_015272",61,8.50819672131148
"2110","Pseudomonas phage KPP12","NC_019935","-","circular","['Viruses', 'Caudovirales', 'Myoviridae', 'Pbunavirus']","DNA",64144,88,"bacteria","12/19/2012","08/13/2018","NC_019935",31,28.8387096774194
"2111","Pseudomonas phage KPP21","NC_029017","-","circular","['Viruses', 'Caudovirales', 'Podoviridae', 'Luzseptimavirus']","DNA",73420,113,"bacteria","01/05/2016","08/13/2018","NC_029017",45,9.95555555555556
"2112","Pseudomonas phage KPP25","NC_024123","-","circular","['Viruses', 'Caudovirales', 'Podoviridae', 'Kochitakasuvirus']","DNA",64113,88,"bacteria","05/23/2014","08/13/2018","NC_024123",37,10.7027027027027
"2113","Pseudomonas phage LBL3","NC_011165","-","linear","['Viruses', 'Caudovirales', 'Myoviridae', 'Pbunavirus']","DNA",64427,88,"bacteria","08/22/2008","08/13/2018","NC_011165",28,3.89285714285714
"2114","Pseudomonas phage LIT1","NC_013692","-","linear","['Viruses', 'Caudovirales', 'Podoviridae', 'Litunavirus']","DNA",72544,90,"bacteria","09/22/2009","08/13/2018","NC_013692",34,11.4117647058824
"2115","Pseudomonas phage LKA1","NC_009936","-","linear","['Viruses', 'Caudovirales', 'Podoviridae', 'Autographivirinae', 'Phikmvvirus']","DNA",41593,57,"bacteria","09/18/2006","08/13/2018","NC_009936",34,18.9117647058824
"2116","Pseudomonas phage LKD16","NC_009935","-","linear","['Viruses', 'Caudovirales', 'Podoviridae', 'Autographivirinae', 'Phikmvvirus', 'unclassified Phikmvvirus']","DNA",43200,53,"bacteria","09/18/2006","08/13/2018","NC_009935",27,20.7777777777778
"2117","Pseudomonas phage LKO4","NC_041934","-","circular","['Viruses', 'Caudovirales', 'Siphoviridae', 'Yuavirus']","DNA",61818,89,"bacteria","05/02/2019","05/02/2019","NC_041934",39,19.6153846153846
"2118","Pseudomonas phage LMA2","NC_011166","-","linear","['Viruses', 'Caudovirales', 'Myoviridae', 'Pbunavirus']","DNA",66530,94,"bacteria","08/22/2008","08/13/2018","NC_011166",31,7.90322580645161
"2119","Pseudomonas phage LUZ19","NC_010326","-","linear","['Viruses', 'Caudovirales', 'Podoviridae', 'Autographivirinae', 'Phikmvvirus', 'unclassified Phikmvvirus']","DNA",43548,54,"bacteria","11/27/2007","08/13/2018","NC_010326",25,11.52
"2120","Pseudomonas phage LUZ7","NC_013691","-","linear","['Viruses', 'Caudovirales', 'Podoviridae', 'Luzseptimavirus']","DNA",74901,115,"bacteria","09/22/2009","08/13/2018","NC_013691",48,10.9375
"2121","Pseudomonas phage Lu11","NC_017972","strain:Lu11","linear","['Viruses', 'Caudovirales', 'Myoviridae']","DNA",280538,391,"bacteria","05/30/2012","08/13/2018","NC_017972",147,7.82312925170068
"2122","Pseudomonas phage MD8","NC_031091","-","linear","['Viruses', 'Caudovirales', 'Siphoviridae']","DNA",43277,64,"bacteria","09/23/2016","08/13/2018","NC_031091",28,10.7857142857143
"2123","Pseudomonas phage MP1412","NC_018282","-","linear","['Viruses', 'Caudovirales', 'Siphoviridae', 'Yuavirus']","DNA",61167,77,"bacteria","08/06/2012","08/13/2018","NC_018282",23,9.04347826086956
"2124","Pseudomonas phage MP42","NC_018274","-","linear","['Viruses', 'Caudovirales', 'Siphoviridae', 'Casadabanvirus', 'unclassified Casadabanvirus']","DNA",36847,53,"bacteria","08/06/2012","08/13/2018","NC_018274",27,24.8888888888889
"2125","Pseudomonas phage MP48","NC_024782","-","linear","['Viruses', 'Caudovirales', 'Siphoviridae', 'Casadabanvirus', 'unclassified Casadabanvirus']","DNA",36838,50,"bacteria","09/09/2014","08/13/2018","NC_024782",25,26.52
"2126","Pseudomonas phage MPK6","NC_022746","-","linear","['Viruses', 'Caudovirales', 'Podoviridae', 'Autographivirinae', 'Phikmvvirus', 'unclassified Phikmvvirus']","DNA",42957,50,"bacteria","11/06/2013","08/13/2018","NC_022746",23,11.695652173913
"2127","Pseudomonas phage MPK7","NC_022091","-","linear","['Viruses', 'Caudovirales', 'Podoviridae', 'Autographivirinae', 'Phikmvvirus', 'unclassified Phikmvvirus']","DNA",42874,53,"bacteria","08/17/2013","08/13/2018","NC_022091",25,25.76
"2128","Pseudomonas phage NH-4","NC_019451","-","linear","['Viruses', 'Caudovirales', 'Myoviridae', 'Pbunavirus', 'Pseudomonas virus NH4']","DNA",66116,94,"bacteria","11/16/2012","08/13/2018","NC_019451",29,5.48275862068965
"2129","Pseudomonas phage NP1","NC_031058","-","linear","['Viruses', 'Caudovirales', 'Siphoviridae', 'Nipunavirus']","DNA",58566,74,"bacteria","09/23/2016","08/13/2018","NC_031058",27,7.2962962962963
"2130","Pseudomonas phage NV1","NC_042107","-","linear","['Viruses', 'Caudovirales', 'Podoviridae', 'Vicosavirus', 'Pseudomonas virus NV1']","DNA",45058,64,"bacteria","05/02/2019","05/02/2019","NC_042107",31,25.6451612903226
"2131","Pseudomonas phage Noxifer","NC_041994","-","circular","['Viruses', 'Caudovirales', 'Myoviridae', 'Noxifervirus', 'Pseudomonas virus Noxifer']","DNA",278136,334,"bacteria","05/02/2019","05/02/2019","NC_041994",69,10.5652173913043
"2132","Pseudomonas phage O4","NC_031274","-","linear","['Viruses', 'Caudovirales', 'Podoviridae']","DNA",50509,76,"bacteria","09/27/2016","08/13/2018","NC_031274",40,12.05
"2133","Pseudomonas phage OBP","NC_016571","-","circular","['Viruses', 'Caudovirales', 'Myoviridae']","DNA",284757,309,"bacteria","01/10/2012","08/13/2018","NC_016571",84,15.047619047619
"2134","Pseudomonas phage PA10","NC_041903","strain:PA10","linear","['Viruses', 'Caudovirales', 'Myoviridae', 'Pakpunavirus', 'Pseudomonas virus PA10']","DNA",91212,127,"bacteria","05/02/2019","05/02/2019","NC_041903",27,6.2962962962963
"2135","Pseudomonas phage PA11","NC_007808","-","linear","['Viruses', 'Caudovirales', 'Podoviridae']","DNA",49639,70,"bacteria","03/03/2006","08/13/2018","NC_007808",34,13.4705882352941
"2136","Pseudomonas phage PA26","NC_041907","-","linear","['Viruses', 'Caudovirales', 'Podoviridae', 'Litunavirus']","DNA",72321,88,"bacteria","05/02/2019","05/02/2019","NC_041907",29,4.41379310344828
"2137","Pseudomonas phage PA5","NC_041902","strain:PA5","linear","['Viruses', 'Caudovirales', 'Myoviridae', 'Pbunavirus', 'Pseudomonas virus PA5']","DNA",66182,101,"bacteria","05/02/2019","05/02/2019","NC_041902",30,11.3333333333333
"2138","Pseudomonas phage PA7","NC_042060","-","linear","['Viruses', 'Caudovirales', 'Myoviridae', 'Phikzvirus']","DNA",266743,337,"bacteria","05/02/2019","05/02/2019","NC_042060",46,12.0434782608696
"2139","Pseudomonas phage PAE1","NC_028980","-","linear","['Viruses', 'Caudovirales', 'Siphoviridae', 'Yuavirus']","DNA",62181,88,"bacteria","01/05/2016","08/13/2018","NC_028980",36,8.69444444444444
"2140","Pseudomonas phage PAJU2","NC_011373","strain:PAJU2","linear","['Viruses', 'Caudovirales', 'Siphoviridae', 'Detrevirus', 'unclassified Detrevirus']","DNA",46872,79,"bacteria","10/16/2008","08/13/2018","NC_011373",43,7.86046511627907
"2141","Pseudomonas phage PAK_P1","NC_015294","-","linear","['Viruses', 'Caudovirales', 'Myoviridae', 'Pakpunavirus']","DNA",93198,181,"bacteria","03/24/2011","08/13/2018","NC_015294",50,5.2
"2142","Pseudomonas phage PAK_P2","NC_022967","-","linear","['Viruses', 'Caudovirales', 'Myoviridae', 'Pakpunavirus', 'Pseudomonas virus PAKP2']","DNA",92495,176,"bacteria","12/04/2013","08/13/2018","NC_022967",56,5.5
"2143","Pseudomonas phage PAK_P4","NC_022986","-","linear","['Viruses', 'Caudovirales', 'Myoviridae', 'Pakpunavirus']","DNA",93147,172,"bacteria","12/04/2013","08/13/2018","NC_022986",54,5.53703703703704
"2144","Pseudomonas phage PB1","NC_011810","-","linear","['Viruses', 'Caudovirales', 'Myoviridae', 'Pbunavirus']","DNA",65764,93,"bacteria","01/05/2009","08/13/2018","NC_011810",31,15.6451612903226
"2145","Pseudomonas phage PEV2","NC_031063","-","linear","['Viruses', 'Caudovirales', 'Podoviridae', 'Litunavirus']","DNA",72697,93,"bacteria","09/23/2016","08/13/2018","NC_031063",39,14.8205128205128
"2146","Pseudomonas phage vB_PaeP_C2-10_Ab09","NC_024140","-","linear","['Viruses', 'Caudovirales', 'Podoviridae', 'Litunavirus']","DNA",72028,83,"bacteria","04/10/2014","08/13/2018","NC_024140",39,28.1538461538462
"2147","Pseudomonas phage PPPL-1","NC_028661","-","linear","['Viruses', 'Caudovirales', 'Podoviridae', 'Autographivirinae', 'Teseptimavirus']","DNA",41149,49,"bacteria","12/17/2015","08/13/2018","NC_028661",20,18.85
"2148","Pseudomonas phage PPpW-3","NC_023006","-","linear","['Viruses', 'Caudovirales', 'Myoviridae', 'Jilinvirus', 'unclassified Jilinvirus']","DNA",43564,66,"bacteria","12/09/2013","08/13/2018","NC_023006",32,5.375
"2149","Pseudomonas phage PPpW-4","NC_023005","-","linear","['Viruses', 'Caudovirales', 'Podoviridae', 'Autographivirinae', 'unclassified Autographivirinae']","DNA",41386,50,"bacteria","12/09/2013","08/13/2018","NC_023005",16,4.5625
"2150","Pseudomonas phage PS-1","NC_029066","strain:PS-1","linear","['Viruses', 'Caudovirales', 'Siphoviridae']","DNA",48666,79,"bacteria","02/05/2016","08/13/2018","NC_029066",29,13.7931034482759
"2151","Pseudomonas phage PT2","NC_011107","strain:PT2","linear","['Viruses', 'Caudovirales', 'Podoviridae', 'Autographivirinae', 'Phikmvvirus', 'unclassified Phikmvvirus']","DNA",42961,54,"bacteria","08/04/2008","08/13/2018","NC_011107",26,29.1538461538462
"2152","Pseudomonas phage Pa2","NC_027345","-","linear","['Viruses', 'Caudovirales', 'Podoviridae', 'Litunavirus', 'unclassified Litunavirus']","DNA",73008,95,"bacteria","06/24/2015","09/20/2018","NC_027345",42,22.9047619047619
"2153","Pseudomonas phage PaBG","NC_022096","-","circular","['Viruses', 'Caudovirales', 'Myoviridae']","DNA",258139,308,"bacteria","08/17/2013","08/13/2018","NC_022096",79,6.26582278481013
"2154","Pseudomonas phage PaMx11","NC_028770","-","linear","['Viruses', 'Caudovirales', 'Siphoviridae', 'Abidjanvirus']","DNA",59878,81,"bacteria","01/05/2016","08/13/2018","NC_028770",32,9.25
"2155","Pseudomonas phage PaMx25","NC_041953","-","linear","['Viruses', 'Caudovirales', 'Siphoviridae', 'Nipunavirus']","DNA",57899,74,"bacteria","05/02/2019","05/02/2019","NC_041953",29,7.51724137931035
"2156","Pseudomonas phage PaMx28","NC_028931","-","linear","['Viruses', 'Caudovirales', 'Siphoviridae', 'Pamexvirus']","DNA",55108,74,"bacteria","01/05/2016","08/13/2018","NC_028931",21,8.47619047619048
"2157","Pseudomonas phage PaMx42","NC_028879","-","linear","['Viruses', 'Caudovirales', 'Siphoviridae', 'Septimatrevirus', 'unclassified Septimatrevirus']","DNA",43225,56,"bacteria","01/05/2016","08/13/2018","NC_028879",19,17.1578947368421
"2158","Pseudomonas phage PaMx74","NC_028809","-","linear","['Viruses', 'Caudovirales', 'Siphoviridae', 'Pamexvirus']","DNA",58637,75,"bacteria","01/05/2016","08/13/2018","NC_028809",25,7.88
"2159","Pseudomonas phage PaP1","NC_019913","-","linear","['Viruses', 'Caudovirales', 'Myoviridae', 'Pakpunavirus']","DNA",91715,167,"bacteria","12/19/2012","08/13/2018","NC_019913",56,13.5714285714286
"2160","Pseudomonas phage PaP2","NC_005884","-","linear","['Viruses', 'Caudovirales', 'Podoviridae']","DNA",43783,58,"bacteria","06/14/2004","08/13/2018","NC_005884",25,139.44
"2161","Pseudomonas phage PaP4","NC_042343","-","linear","['Viruses', 'Caudovirales', 'Podoviridae', 'Bruynoghevirus']","DNA",43895,70,"bacteria","05/24/2019","05/24/2019","NC_042343",29,9.48275862068965
"2162","Pseudomonas phage PaoP5","NC_029083","-","linear","['Viruses', 'Caudovirales', 'Myoviridae', 'Pakpunavirus', 'unclassified Pakpunavirus']","DNA",93464,173,"bacteria","02/05/2016","08/13/2018","NC_029083",48,29.7083333333333
"2163","Pseudomonas phage Pf-10","NC_027292","-","linear","['Viruses', 'Caudovirales', 'Podoviridae', 'Autographivirinae', 'Teseptimavirus']","DNA",39167,46,"bacteria","06/22/2015","08/13/2018","NC_027292",15,5.66666666666667
"2164","Pseudomonas phage Phi-S1","NC_021062","-","linear","['Viruses', 'Caudovirales', 'Podoviridae', 'Autographivirinae', 'Teseptimavirus']","DNA",40192,47,"bacteria","04/16/2013","08/13/2018","NC_021062",15,5.66666666666667
"2165","Pseudomonas phage PhiCHU","NC_028933","-","linear","['Viruses', 'Caudovirales', 'Podoviridae', 'Bruynoghevirus']","DNA",45626,73,"bacteria","01/05/2016","08/13/2018","NC_028933",39,33.8974358974359
"2166","Pseudomonas phage PhiPA3","NC_028999","-","circular","['Viruses', 'Caudovirales', 'Myoviridae', 'Phikzvirus', 'unclassified Phikzvirus']","DNA",309208,375,"bacteria","01/05/2016","08/13/2018","NC_028999",74,13.7567567567568
"2167","Pseudomonas phage PollyC","NC_042104","-","linear","['Viruses', 'Caudovirales', 'Podoviridae', 'Autographivirinae', 'Pollyceevirus', 'Pseudomonas virus PollyC']","DNA",41651,49,"bacteria","05/02/2019","05/02/2019","NC_042104",26,7.30769230769231
"2168","Pseudomonas phage SL2","NC_042081","-","linear","['Viruses', 'Caudovirales', 'Myoviridae', 'Phikzvirus', 'Pseudomonas virus SL2']","DNA",279696,355,"bacteria","05/02/2019","05/02/2019","NC_042081",58,10.0344827586207
"2169","Pseudomonas phage SM1","NC_041877","-","linear","['Viruses', 'Caudovirales', 'Siphoviridae', 'Samunavirus', 'Pseudomonas virus SM1']","DNA",93191,129,"bacteria","05/02/2019","05/02/2019","NC_041877",36,13.6388888888889
"2170","Pseudomonas phage SN","NC_011756","-","linear","['Viruses', 'Caudovirales', 'Myoviridae', 'Pbunavirus']","DNA",66390,92,"bacteria","12/16/2008","08/13/2018","NC_011756",27,4
"2171","Pseudomonas phage TL","NC_023583","-","linear","['Viruses', 'Caudovirales', 'Podoviridae', 'Bruynoghevirus']","DNA",45696,65,"bacteria","01/06/2014","08/13/2018","NC_023583",30,17.9
"2172","Pseudomonas phage UFV-P2","NC_018850","-","linear","['Viruses', 'Caudovirales', 'Podoviridae', 'Vicosavirus', 'Pseudomonas virus UFVP2']","DNA",45517,75,"bacteria","10/15/2012","08/13/2018","NC_018850",32,17.375
"2173","Pseudomonas phage VCM","NC_029065","-","linear","['Viruses', 'Caudovirales', 'Myoviridae', 'Otagovirus', 'Pseudomonas virus VCM']","DNA",98765,172,"bacteria","11/16/2015","08/13/2018","NC_029065",62,5.29032258064516
"2174","Pseudomonas phage VSW-3","NC_041885","-","circular","['Viruses', 'Caudovirales', 'Podoviridae', 'Autographivirinae', 'Napahaivirus', 'Pseudomonas virus VSW3']","DNA",40556,46,"bacteria","05/02/2019","05/02/2019","NC_041885",19,8
"2175","Pseudomonas phage YH30","NC_029101","isolate:sewage","linear","['Viruses', 'Caudovirales', 'Podoviridae', 'Litunavirus', 'unclassified Litunavirus']","DNA",72192,86,"bacteria","02/05/2016","08/13/2018","NC_029101",28,2.92857142857143
"2176","Pseudomonas phage YH6","NC_027388","-","linear","['Viruses', 'Caudovirales', 'Podoviridae', 'Litunavirus', 'unclassified Litunavirus']","DNA",73050,90,"bacteria","06/24/2015","08/13/2018","NC_027388",27,4.22222222222222
"2177","Pseudomonas phage YMC11/02/R656","NC_028657","-","linear","['Viruses', 'Caudovirales', 'Siphoviridae']","DNA",60919,113,"bacteria","12/17/2015","08/13/2018","NC_028657",44,7.36363636363636
"2178","Pseudomonas phage YMC11/06/C171_PPU_BP","NC_030923","-","linear","['Viruses', 'Caudovirales', 'Podoviridae', 'Autographivirinae', 'unclassified Autographivirinae']","DNA",45417,49,"bacteria","09/19/2016","08/13/2018","NC_030923",13,7.07692307692308
"2179","Pseudomonas phage YMC11/07/P54_PAE_BP","NC_030909","-","linear","['Viruses', 'Caudovirales', 'Siphoviridae']","DNA",50183,73,"bacteria","09/19/2016","08/13/2018","NC_030909",25,8.24
"2180","Pseudomonas phage Zigelbrucke","NC_041904","-","linear","['Viruses', 'Caudovirales', 'Myoviridae', 'Pakpunavirus', 'Pseudomonas virus Zigelbrucke']","DNA",92338,171,"bacteria","05/02/2019","05/02/2019","NC_041904",58,5.63793103448276
"2181","Pseudomonas phage nickie","NC_042091","-","linear","['Viruses', 'Caudovirales', 'Siphoviridae', 'Nickievirus', 'Pseudomonas virus nickie']","DNA",112225,161,"bacteria","05/02/2019","05/02/2019","NC_042091",66,5.93939393939394
"2182","Pseudomonas phage pf16","NC_041881","-","linear","['Viruses', 'Caudovirales', 'Myoviridae', 'Chakrabartyvirus', 'Pseudomonas virus pf16']","DNA",158136,237,"bacteria","05/02/2019","05/02/2019","NC_041881",77,6.76623376623377
"2183","Pseudomonas phage phi-2","NC_013638","strain:phi 2","linear","['Viruses', 'Caudovirales', 'Podoviridae', 'Autographivirinae', 'Phikmvvirus', 'unclassified Phikmvvirus']","DNA",43144,43,"bacteria","12/10/2009","08/13/2018","NC_013638",14,10.4285714285714
"2184","Pseudomonas phage phi15","NC_015208","-","linear","['Viruses', 'Caudovirales', 'Podoviridae', 'Autographivirinae', 'unclassified Autographivirinae']","DNA",39562,50,"bacteria","03/01/2011","08/13/2018","NC_015208",17,18.1176470588235
"2185","Pseudomonas phage phi2","NC_030931","-","linear","['Viruses', 'Caudovirales', 'Siphoviridae']","DNA",41871,52,"bacteria","09/19/2016","08/13/2018","NC_030931",7,4
"2186","Pseudomonas phage phi297","NC_016762","-","circular","['Viruses', 'Caudovirales', 'Siphoviridae']","DNA",49135,69,"bacteria","02/02/2012","08/13/2018","NC_016762",27,16.8148148148148
"2187","Pseudomonas phage phi3","NC_030940","-","linear","['Viruses', 'Caudovirales', 'Myoviridae', 'Peduovirinae', 'Hpunavirus', 'unclassified Hpunavirus']","DNA",32637,36,"bacteria","09/19/2016","08/13/2018","NC_030940",9,4.22222222222222
"2188","Pseudomonas phage phiIBB-PAA2","NC_022971","strain:phiIBB-PAA2","linear","['Viruses', 'Caudovirales', 'Podoviridae', 'Bruynoghevirus']","DNA",45344,69,"bacteria","12/04/2013","08/13/2018","NC_022971",33,9.84848484848485
"2189","Pseudomonas phage phiIBB-PF7A","NC_015264","-","linear","['Viruses', 'Caudovirales', 'Podoviridae', 'Autographivirinae', 'Teseptimavirus']","DNA",40973,52,"bacteria","03/21/2011","08/13/2018","NC_015264",16,69.0625
"2190","Pseudomonas phage phiKMV","NC_005045","-","linear","['Viruses', 'Caudovirales', 'Podoviridae', 'Autographivirinae', 'Phikmvvirus']","DNA",42519,49,"bacteria","07/25/2003","08/13/2018","NC_005045",23,17.9565217391304
"2191","Pseudomonas phage phiKTN6","NC_041865","-","linear","['Viruses', 'Caudovirales', 'Myoviridae', 'Pbunavirus', 'Pseudomonas virus KTN6']","DNA",65994,91,"bacteria","05/02/2019","05/02/2019","NC_041865",26,3.88461538461538
"2192","Pseudomonas phage phiMK","NC_031110","-","linear","['Viruses', 'Caudovirales', 'Myoviridae', 'Pakpunavirus', 'Pseudomonas virus phiMK']","DNA",93129,172,"bacteria","09/23/2016","08/13/2018","NC_031110",55,5.67272727272727
"2193","Pseudomonas phage phiPMW","NC_041880","-","linear","['Viruses', 'Caudovirales', 'Myoviridae', 'Plaisancevirus', 'Pseudomonas virus PMW']","DNA",103218,229,"bacteria","05/02/2019","05/02/2019","NC_041880",118,9.54237288135593
"2194","Pseudomonas phage phiPSA1","NC_024365","-","linear","['Viruses', 'Caudovirales', 'Siphoviridae']","DNA",51090,52,"bacteria","06/23/2014","08/13/2018","NC_024365",19,14.7894736842105
