,Unnamed: 0,Genome,Accession,Source.information,Topology,Taxonomy,Molecule.type,Genome.length,Number.of.proteins,Host,Date.completed,Date.updated,first.acc,n.overlaps,len.overlaps,baltimore.class,family
1886,1887,Mycobacterium virus Optimus,NC_041844,-,linear,"['Viruses', 'Caudovirales', 'Siphoviridae', 'Omegavirus']",DNA,109270,230.0,bacteria,05/02/2019,05/02/2019,NC_041844,121.0,10.7190082644628,ds_DNA,Siphoviridae
1887,1888,Mycobacterium virus PMC,NC_008205,-,linear,"['Viruses', 'Caudovirales', 'Siphoviridae', 'Cheoctovirus']",DNA,56692,104.0,bacteria,06/22/2006,08/13/2018,NC_008205,63.0,5.4603174603174605,ds_DNA,Siphoviridae
1888,1889,Mycobacterium virus Pacc40,NC_011287,-,linear,"['Viruses', 'Caudovirales', 'Siphoviridae', 'Cheoctovirus']",DNA,58554,101.0,bacteria,09/25/2008,08/13/2018,NC_011287,60.0,13.533333333333301,ds_DNA,Siphoviridae
1889,1890,Mycobacterium virus Packman,NC_042314,-,linear,"['Viruses', 'Caudovirales', 'Siphoviridae', 'Fromanvirus']",DNA,51339,93.0,bacteria,05/24/2019,05/24/2019,NC_042314,48.0,13.395833333333302,ds_DNA,Siphoviridae
1890,1891,Mycobacterium virus Peaches,NC_013694,-,linear,"['Viruses', 'Caudovirales', 'Siphoviridae', 'Fromanvirus']",DNA,51376,86.0,bacteria,12/30/2009,03/16/2019,NC_013694,40.0,20.75,ds_DNA,Siphoviridae
1891,1892,Mycobacterium virus Perseus,NC_023720,-,linear,"['Viruses', 'Caudovirales', 'Siphoviridae', 'Fromanvirus']",DNA,53142,92.0,bacteria,03/11/2014,03/16/2019,NC_023720,46.0,18.456521739130398,ds_DNA,Siphoviridae
1892,1893,Mycobacterium virus Pixie,NC_042325,strain:Pixie,linear,"['Viruses', 'Caudovirales', 'Siphoviridae', 'Timquatrovirus']",DNA,61147,100.0,bacteria,05/24/2019,05/24/2019,NC_042325,50.0,14.94,ds_DNA,Siphoviridae
1893,1894,Mycobacterium virus Porky,NC_011055,-,linear,"['Viruses', 'Caudovirales', 'Siphoviridae', 'Kostyavirus']",DNA,76312,147.0,bacteria,07/17/2008,05/12/2019,NC_011055,67.0,7.35820895522388,ds_DNA,Siphoviridae
1894,1895,Mycobacterium virus Pukovnik,NC_011023,strain:Pukovnik,linear,"['Viruses', 'Caudovirales', 'Siphoviridae', 'Fromanvirus']",DNA,52892,88.0,bacteria,06/25/2008,03/16/2019,NC_011023,41.0,14.5609756097561,ds_DNA,Siphoviridae
1895,1896,Mycobacterium virus Pumpkin,NC_042027,-,linear,"['Viruses', 'Caudovirales', 'Siphoviridae', 'Kostyavirus']",DNA,74491,143.0,bacteria,05/02/2019,05/02/2019,NC_042027,72.0,6.41666666666667,ds_DNA,Siphoviridae
1896,1897,Mycobacterium virus Ramsey,NC_011289,-,linear,"['Viruses', 'Caudovirales', 'Siphoviridae', 'Cheoctovirus']",DNA,58578,108.0,bacteria,09/25/2008,08/13/2018,NC_011289,65.0,14.2307692307692,ds_DNA,Siphoviridae
1897,1898,Mycobacterium virus Rebeuca,NC_042341,-,linear,"['Viruses', 'Caudovirales', 'Siphoviridae', 'Fromanvirus']",DNA,51235,86.0,bacteria,05/24/2019,05/24/2019,NC_042341,42.0,21.880952380952397,ds_DNA,Siphoviridae
1898,1899,Mycobacterium virus Rockyhorror,NC_042315,-,linear,"['Viruses', 'Caudovirales', 'Siphoviridae', 'Cheoctovirus']",DNA,56719,107.0,bacteria,05/24/2019,05/24/2019,NC_042315,66.0,14.6363636363636,ds_DNA,Siphoviridae
1899,1900,Mycobacterium virus Rumpelstiltskin,NC_023732,-,linear,"['Viruses', 'Caudovirales', 'Siphoviridae', 'Bronvirus']",DNA,69279,110.0,bacteria,03/11/2014,05/12/2019,NC_023732,51.0,14.8627450980392,ds_DNA,Siphoviridae
1900,1901,Mycobacterium virus SG4,NC_023699,-,linear,"['Viruses', 'Caudovirales', 'Siphoviridae', 'Cheoctovirus']",DNA,59016,105.0,bacteria,03/11/2014,05/16/2019,NC_023699,63.0,13.523809523809499,ds_DNA,Siphoviridae
1901,1902,Mycobacterium virus Saintus,NC_042335,-,linear,"['Viruses', 'Caudovirales', 'Siphoviridae', 'Fromanvirus']",DNA,49228,95.0,bacteria,05/24/2019,05/24/2019,NC_042335,53.0,15.377358490566001,ds_DNA,Siphoviridae
1902,1903,Mycobacterium virus TA17a,NC_043767,-,circular,"['Viruses', 'Caudovirales', 'Siphoviridae', 'Bclasvirinae', 'Rosebushvirus']",DNA,67324,95.0,bacteria,07/20/2019,07/20/2019,NC_043767,46.0,10.8260869565217,ds_DNA,Siphoviridae
1903,1904,Mycobacterium virus Wonder,NC_042058,-,linear,"['Viruses', 'Caudovirales', 'Siphoviridae', 'Fromanvirus']",DNA,48491,33.0,bacteria,05/02/2019,05/02/2019,NC_042058,7.0,9.571428571428571,ds_DNA,Siphoviridae
1904,1905,Mycobacterium virus Yoshi,NC_042030,strain:Yoshi,linear,"['Viruses', 'Caudovirales', 'Siphoviridae', 'Cheoctovirus']",DNA,58714,116.0,bacteria,05/02/2019,05/02/2019,NC_042030,76.0,14.276315789473697,ds_DNA,Siphoviridae
1905,1906,Mycobacterium virus lockley,NC_011021,-,linear,"['Viruses', 'Caudovirales', 'Siphoviridae', 'Fromanvirus']",DNA,51478,90.0,bacteria,06/25/2008,06/26/2019,NC_011021,41.0,20.585365853658498,ds_DNA,Siphoviridae
1906,1907,Mycoplasma virus P1,NC_002515,-,linear,"['Viruses', 'Caudovirales', 'Podoviridae', 'Picovirinae']",DNA,11660,11.0,bacteria,08/22/2000,08/13/2018,NC_002515,4.0,29.75,ds_DNA,Podoviridae
1907,1908,Myxococcus phage Mx8,NC_003085,-,circular,"['Viruses', 'Caudovirales', 'Podoviridae', 'Myxoctovirus', 'Myxococcus virus Mx8']",DNA,49534,86.0,bacteria,08/23/2001,08/13/2018,NC_003085,48.0,48.1041666666667,ds_DNA,Podoviridae
1908,1909,Natrialba phage PhiCh1,NC_004084,-,circular,"['Viruses', 'Caudovirales', 'Myoviridae', 'Myohalovirus', 'unclassified Myohalovirus']",DNA,58498,98.0,archaea,07/30/2002,08/13/2018,NC_004084,58.0,57.3103448275862,ds_DNA,Myoviridae
1909,1910,Nitrincola phage 1M3-16,NC_024217,-,circular,"['Viruses', 'Caudovirales']",DNA,82438,144.0,bacteria,06/02/2014,08/13/2018,NC_024217,62.0,8.37096774193548,Unknown,Unknown
1910,1911,Nocardia phage NBR1,NC_016569,-,linear,"['Viruses', 'Caudovirales', 'Siphoviridae']",DNA,46140,68.0,bacteria,01/13/2012,08/13/2018,NC_016569,26.0,4.96153846153846,ds_DNA,Siphoviridae
1911,1912,Nonlabens phage P12024L,NC_018272,-,linear,"['Viruses', 'Caudovirales', 'Siphoviridae', 'Inhavirus']",DNA,35652,58.0,bacteria,08/06/2012,08/13/2018,NC_018272,26.0,10.307692307692301,ds_DNA,Siphoviridae
1912,1913,Nonlabens phage P12024S,NC_018271,-,linear,"['Viruses', 'Caudovirales', 'Siphoviridae', 'Inhavirus']",DNA,35700,59.0,bacteria,08/06/2012,08/13/2018,NC_018271,24.0,11.041666666666698,ds_DNA,Siphoviridae
1913,1914,Oenococcus phage phi9805,NC_023559,-,linear,"['Viruses', 'Caudovirales', 'Siphoviridae']",DNA,46145,55.0,bacteria,03/02/2014,08/13/2018,NC_023559,13.0,10.923076923076902,ds_DNA,Siphoviridae
1914,1915,Oenococcus phage phiS11,NC_023571,-,linear,"['Viruses', 'Caudovirales', 'Siphoviridae']",DNA,46243,59.0,bacteria,03/02/2014,08/13/2018,NC_023571,13.0,10.923076923076902,ds_DNA,Siphoviridae
1915,1916,Oenococcus phage phiS13,NC_023560,-,linear,"['Viruses', 'Caudovirales', 'Siphoviridae']",DNA,43454,54.0,bacteria,03/02/2014,08/13/2018,NC_023560,12.0,11.25,ds_DNA,Siphoviridae
1916,1917,Paenibacillus phage Diva,NC_028788,-,linear,"['Viruses', 'Caudovirales', 'Siphoviridae', 'Sitaravirus']",DNA,37246,60.0,bacteria,01/05/2016,08/13/2018,NC_028788,23.0,40.0,ds_DNA,Siphoviridae
1917,1918,Paenibacillus phage Fern,NC_028851,-,linear,"['Viruses', 'Caudovirales', 'Siphoviridae', 'Sitaravirus']",DNA,37995,68.0,bacteria,01/05/2016,08/13/2018,NC_028851,32.0,11.125,ds_DNA,Siphoviridae
1918,1919,Paenibacillus phage Willow,NC_041867,-,linear,"['Viruses', 'Caudovirales', 'Siphoviridae', 'Sitaravirus']",DNA,37994,68.0,bacteria,05/02/2019,05/02/2019,NC_041867,32.0,11.125,ds_DNA,Siphoviridae
1919,1920,Paenibacillus phage HB10c2,NC_028758,-,linear,"['Viruses', 'Caudovirales', 'Siphoviridae', 'Sitaravirus']",DNA,35644,56.0,bacteria,01/05/2016,08/13/2018,NC_028758,23.0,9.17391304347826,ds_DNA,Siphoviridae
1920,1921,Paenibacillus phage Harrison,NC_028746,-,linear,"['Viruses', 'Caudovirales', 'Siphoviridae', 'Harrisonvirus']",DNA,44249,84.0,bacteria,01/05/2016,08/13/2018,NC_028746,33.0,9.06060606060606,ds_DNA,Siphoviridae
1921,1922,Paenibacillus phage PG1,NC_021558,strain:PG1,linear,"['Viruses', 'Caudovirales', 'Siphoviridae']",DNA,37644,67.0,bacteria,06/21/2013,08/13/2018,NC_021558,26.0,13.6153846153846,ds_DNA,Siphoviridae
1922,1923,Paenibacillus phage Rani,NC_029084,-,linear,"['Viruses', 'Caudovirales', 'Siphoviridae', 'Sitaravirus']",DNA,37990,61.0,bacteria,02/05/2016,08/13/2018,NC_029084,27.0,36.1481481481481,ds_DNA,Siphoviridae
1923,1924,Paenibacillus phage Shelly,NC_041909,-,linear,"['Viruses', 'Caudovirales', 'Siphoviridae', 'Sitaravirus']",DNA,41152,68.0,bacteria,05/02/2019,05/02/2019,NC_041909,24.0,41.6666666666667,ds_DNA,Siphoviridae
1924,1925,Paenibacillus phage Sitara,NC_028854,-,linear,"['Viruses', 'Caudovirales', 'Siphoviridae', 'Sitaravirus']",DNA,43724,74.0,bacteria,01/05/2016,08/13/2018,NC_028854,27.0,35.3333333333333,ds_DNA,Siphoviridae
1925,1926,Paenibacillus phage Tripp,NC_028930,-,linear,"['Viruses', 'Caudovirales', 'Siphoviridae', 'Trippvirus', 'Paenibacillus virus Tripp']",DNA,54439,92.0,bacteria,01/05/2016,06/04/2019,NC_028930,28.0,18.8214285714286,ds_DNA,Siphoviridae
1926,1927,Paenibacillus phage Vegas,NC_028767,-,linear,"['Viruses', 'Caudovirales', 'Siphoviridae', 'Vegasvirus']",DNA,45653,86.0,bacteria,01/05/2016,08/13/2018,NC_028767,30.0,13.166666666666698,ds_DNA,Siphoviridae
1927,1928,Paenibacillus phage Xenia,NC_028837,-,linear,"['Viruses', 'Caudovirales', 'Siphoviridae', 'Sitaravirus', 'unclassified Sitaravirus']",DNA,41149,77.0,bacteria,01/05/2016,08/13/2018,NC_028837,31.0,14.774193548387101,ds_DNA,Siphoviridae
1928,1929,Paenibacillus phage phiIBB_Pl23,NC_021865,-,linear,"['Viruses', 'Caudovirales', 'Siphoviridae', 'Sitaravirus', 'unclassified Sitaravirus']",DNA,41294,68.0,bacteria,07/23/2013,08/13/2018,NC_021865,29.0,12.3448275862069,ds_DNA,Siphoviridae
1929,1930,Pantoea phage LIMElight,NC_019454,-,linear,"['Viruses', 'Caudovirales', 'Podoviridae', 'Autographivirinae', 'Phikmvvirus']",DNA,44546,55.0,bacteria,10/01/2010,08/13/2018,NC_019454,19.0,4.89473684210526,ds_DNA,Podoviridae
1930,1931,Pantoea phage LIMEzero,NC_015585,-,linear,"['Viruses', 'Caudovirales', 'Podoviridae', 'Autographivirinae', 'Phikmvvirus']",DNA,43032,57.0,bacteria,05/12/2011,08/13/2018,NC_015585,24.0,6.25,ds_DNA,Podoviridae
1931,1932,Pantoea phage vB_PagS_Vid5,NC_042120,-,linear,"['Viruses', 'Caudovirales', 'Siphoviridae', 'Vidquintavirus', 'Pantoea virus Vid5']",DNA,61437,99.0,bacteria,05/02/2019,05/02/2019,NC_042120,41.0,6.34146341463415,ds_DNA,Siphoviridae
1932,1933,Paracoccus phage Shpa,NC_041868,-,linear,"['Viruses', 'Caudovirales', 'Siphoviridae', 'Vhulanivirus', 'Paracoccus virus Shpa']",DNA,38261,56.0,bacteria,05/02/2019,05/02/2019,NC_041868,31.0,11.1612903225806,ds_DNA,Siphoviridae
1933,1934,Paracoccus phage vB_PmaS-R3,NC_026608,-,circular,"['Viruses', 'Caudovirales', 'Siphoviridae']",DNA,42093,52.0,bacteria,03/04/2015,12/24/2018,NC_026608,17.0,12.823529411764698,ds_DNA,Siphoviridae
1934,1935,Pasteurella virus F108,NC_008193,-,linear,"['Viruses', 'Caudovirales', 'Myoviridae', 'Peduovirinae', 'Hpunavirus']",DNA,30505,44.0,bacteria,06/20/2006,08/13/2018,NC_008193,12.0,14.166666666666698,ds_DNA,Myoviridae
1935,1936,Pectobacterium bacteriophage PM2,NC_028940,-,linear,"['Viruses', 'Caudovirales', 'Myoviridae', 'Tevenvirinae', 'unclassified Tevenvirinae']",DNA,170286,291.0,bacteria,01/05/2016,08/13/2018,NC_028940,130.0,9.37692307692308,ds_DNA,Myoviridae
1936,1937,Pectobacterium phage CBB,NC_041878,-,linear,"['Viruses', 'Caudovirales', 'Myoviridae', 'Eneladusvirus', 'unclassified Eneladusvirus']",DNA,378379,605.0,bacteria,05/02/2019,05/02/2019,NC_041878,158.0,9.291139240506329,ds_DNA,Myoviridae
1937,1938,Pectobacterium phage My1,NC_018837,-,linear,"['Viruses', 'Caudovirales', 'Siphoviridae', 'Myunavirus', 'Pectobacterium virus My1']",DNA,122024,149.0,bacteria,10/15/2012,08/13/2018,NC_018837,53.0,9.64150943396226,ds_DNA,Siphoviridae
1938,1939,Pectobacterium phage PM1,NC_023865,-,linear,"['Viruses', 'Caudovirales', 'Myoviridae']",DNA,55098,63.0,bacteria,04/01/2014,08/13/2018,NC_023865,20.0,13.35,ds_DNA,Myoviridae
1939,1940,Pectobacterium phage PP1,NC_019542,-,linear,"['Viruses', 'Caudovirales', 'Podoviridae', 'Autographivirinae', 'Zindervirus', 'unclassified Zindervirus']",DNA,44400,48.0,bacteria,11/21/2012,08/13/2018,NC_019542,16.0,5.5,ds_DNA,Podoviridae
1940,1941,Pectobacterium phage PP16,NC_031068,-,linear,"['Viruses', 'Caudovirales', 'Podoviridae', 'Autographivirinae', 'Phimunavirus', 'unclassified Phimunavirus']",DNA,44268,57.0,bacteria,09/23/2016,01/18/2019,NC_031068,28.0,20.0714285714286,ds_DNA,Podoviridae
1941,1942,Pectobacterium phage PP90,NC_031096,-,linear,"['Viruses', 'Caudovirales', 'Podoviridae', 'Autographivirinae', 'Phimunavirus', 'Pectobacterium virus PP90']",DNA,44570,56.0,bacteria,09/23/2016,08/13/2018,NC_031096,28.0,16.8571428571429,ds_DNA,Podoviridae
1942,1943,Pectobacterium phage Peat1,NC_029081,-,linear,"['Viruses', 'Caudovirales', 'Podoviridae', 'Autographivirinae', 'Phimunavirus', 'Pectobacterium virus Peat1']",DNA,45633,61.0,bacteria,02/05/2016,08/13/2018,NC_029081,25.0,12.64,ds_DNA,Podoviridae
1943,1944,Pectobacterium phage PhiM1,NC_041854,-,linear,"['Viruses', 'Caudovirales', 'Podoviridae', 'Autographivirinae', 'Phimunavirus', 'unclassified Phimunavirus']",DNA,43827,52.0,bacteria,05/02/2019,05/02/2019,NC_041854,18.0,17.1111111111111,ds_DNA,Podoviridae
1944,1945,Pectobacterium phage ZF40,NC_019522,-,linear,"['Viruses', 'Caudovirales', 'Myoviridae']",DNA,48454,68.0,bacteria,11/21/2012,08/13/2018,NC_019522,23.0,6.21739130434783,ds_DNA,Myoviridae
1945,1946,Pectobacterium phage phiTE,NC_020201,-,linear,"['Viruses', 'Caudovirales', 'Myoviridae', 'Vequintavirinae', 'Certrevirus']",DNA,142349,242.0,bacteria,02/05/2013,08/13/2018,NC_020201,94.0,11.3723404255319,ds_DNA,Myoviridae
1946,1947,Pectobacterium phage vB_PatP_CB5,NC_042131,-,linear,"['Viruses', 'Caudovirales', 'Podoviridae', 'Autographivirinae', 'Phimunavirus', 'Pectobacterium virus CB5']",DNA,44549,59.0,bacteria,05/02/2019,05/02/2019,NC_042131,28.0,8.85714285714286,ds_DNA,Podoviridae
1947,1948,Pediococcus virus cIP1,NC_016161,-,linear,"['Viruses', 'Caudovirales', 'Siphoviridae', 'Coetzeevirus']",DNA,38013,57.0,bacteria,11/10/2011,08/13/2018,NC_016161,24.0,13.25,ds_DNA,Siphoviridae
1948,1949,Pelagibacter phage HTVC008M,NC_020484,-,linear,"['Viruses', 'Caudovirales', 'Myoviridae']",DNA,147284,198.0,bacteria,03/12/2013,08/13/2018,NC_020484,80.0,9.45,ds_DNA,Myoviridae
1949,1950,Pelagibacter phage HTVC010P,NC_020481,-,linear,"['Viruses', 'Caudovirales', 'Podoviridae']",DNA,34892,64.0,bacteria,03/12/2013,08/13/2018,NC_020481,26.0,15.5384615384615,ds_DNA,Podoviridae
1950,1951,Pelagibacter phage HTVC011P,NC_020482,-,linear,"['Viruses', 'Caudovirales', 'Podoviridae', 'Autographivirinae', 'unclassified Autographivirinae']",DNA,39921,45.0,bacteria,03/12/2013,08/13/2018,NC_020482,19.0,14.1578947368421,ds_DNA,Podoviridae
1951,1952,Pelagibacter phage HTVC019P,NC_020483,-,linear,"['Viruses', 'Caudovirales', 'Podoviridae', 'Autographivirinae', 'unclassified Autographivirinae']",DNA,42084,59.0,bacteria,03/12/2013,08/13/2018,NC_020483,27.0,6.92592592592592,ds_DNA,Podoviridae
1952,1953,Phormidium virus WMP3,NC_009551,-,linear,"['Viruses', 'Caudovirales', 'Podoviridae']",DNA,43249,41.0,bacteria,06/11/2007,08/13/2018,NC_009551,5.0,8.4,ds_DNA,Podoviridae
1953,1954,Phormidium virus WMP4,NC_008367,-,linear,"['Viruses', 'Caudovirales', 'Podoviridae']",DNA,40938,45.0,bacteria,09/22/2006,08/13/2018,NC_008367,20.0,6.85,ds_DNA,Podoviridae
1954,1955,Planktothrix phage PaV-LD,NC_016564,-,linear,"['Viruses', 'Caudovirales', 'Siphoviridae']",DNA,95299,142.0,bacteria,01/06/2012,08/13/2018,NC_016564,36.0,8.055555555555559,ds_DNA,Siphoviridae
1955,1956,Podovirus Lau218,NC_024329,strain:Abe,linear,"['Viruses', 'Caudovirales', 'Podoviridae', 'Autographivirinae', 'unclassified Autographivirinae']",DNA,39425,48.0,bacteria,01/06/2016,08/13/2018,NC_024329,13.0,8.69230769230769,ds_DNA,Podoviridae
1956,1957,Polaribacter phage P12002L,NC_028924,-,linear,"['Viruses', 'Caudovirales', 'Siphoviridae', 'Incheonvrus']",DNA,48689,82.0,bacteria,01/05/2016,08/13/2018,NC_028924,15.0,19.1333333333333,ds_DNA,Siphoviridae
1957,1958,Polaribacter phage P12002S,NC_028763,-,linear,"['Viruses', 'Caudovirales', 'Siphoviridae', 'Incheonvrus']",DNA,49847,86.0,bacteria,01/05/2016,08/13/2018,NC_028763,13.0,18.2307692307692,ds_DNA,Siphoviridae
1958,1959,Prochlorococcus phage MED4-184,NC_020847,strain:MED4-184,linear,"['Viruses', 'Caudovirales', 'Siphoviridae']",DNA,38327,59.0,bacteria,03/30/2013,08/13/2018,NC_020847,27.0,6.851851851851849,ds_DNA,Siphoviridae
1959,1960,Prochlorococcus phage MED4-213,NC_020845,strain:MED4-213,linear,"['Viruses', 'Caudovirales', 'Myoviridae']",DNA,180977,216.0,bacteria,03/30/2013,08/13/2018,NC_020845,96.0,14.21875,ds_DNA,Myoviridae
1960,1961,Prochlorococcus phage P-GSP1,NC_020878,strain:P-GSP1,linear,"['Viruses', 'Caudovirales', 'Podoviridae', 'Autographivirinae', 'unclassified Autographivirinae']",DNA,44945,49.0,bacteria,03/30/2013,08/13/2018,NC_020878,19.0,19.631578947368396,ds_DNA,Podoviridae
1961,1962,Prochlorococcus phage P-HM1,NC_015280,strain:M4-247,linear,"['Viruses', 'Caudovirales', 'Myoviridae']",DNA,181044,241.0,bacteria,03/24/2011,08/13/2018,NC_015280,117.0,17.7606837606838,ds_DNA,Myoviridae
1962,1963,Prochlorococcus phage P-HM2,NC_015284,strain:M4-259,linear,"['Viruses', 'Caudovirales', 'Myoviridae']",DNA,183806,242.0,bacteria,03/24/2011,08/13/2018,NC_015284,117.0,17.025641025641,ds_DNA,Myoviridae
1963,1964,Prochlorococcus phage P-RSM4,NC_015283,strain:9303-10a,linear,"['Viruses', 'Caudovirales', 'Myoviridae']",DNA,176428,239.0,bacteria,03/24/2011,08/13/2018,NC_015283,121.0,13.3471074380165,ds_DNA,Myoviridae
1964,1965,Prochlorococcus phage P-SSM2,NC_006883,-,linear,"['Viruses', 'Caudovirales', 'Myoviridae']",DNA,252401,334.0,bacteria,03/25/2005,08/13/2018,NC_006883,137.0,9.927007299270072,ds_DNA,Myoviridae
1965,1966,Prochlorococcus phage P-SSM3,NC_021559,strain:P-SSM3,linear,"['Viruses', 'Caudovirales', 'Myoviridae']",DNA,179063,214.0,bacteria,06/21/2013,08/13/2018,NC_021559,92.0,10.8260869565217,ds_DNA,Myoviridae
1966,1967,Prochlorococcus phage P-SSM4,NC_006884,-,linear,"['Viruses', 'Caudovirales', 'Myoviridae']",DNA,178249,221.0,bacteria,03/25/2005,08/13/2018,NC_006884,93.0,9.37634408602151,ds_DNA,Myoviridae
1967,1968,Prochlorococcus phage P-SSM7,NC_015290,strain:NATL1A-15,linear,"['Viruses', 'Caudovirales', 'Myoviridae']",DNA,182180,237.0,bacteria,03/24/2011,08/13/2018,NC_015290,104.0,16.3653846153846,ds_DNA,Myoviridae
1968,1969,Prochlorococcus phage P-SSP10,NC_020835,strain:P-SSP10,linear,"['Viruses', 'Caudovirales', 'Podoviridae', 'Autographivirinae', 'unclassified Autographivirinae']",DNA,47325,49.0,bacteria,03/30/2013,08/13/2018,NC_020835,23.0,17.3913043478261,ds_DNA,Podoviridae
1969,1970,Prochlorococcus phage P-SSP3,NC_020874,strain:P-SSP3,linear,"['Viruses', 'Caudovirales', 'Podoviridae', 'Autographivirinae', 'unclassified Autographivirinae']",DNA,46198,53.0,bacteria,03/30/2013,08/13/2018,NC_020874,25.0,13.6,ds_DNA,Podoviridae
1970,1971,Prochlorococcus phage P-TIM68,NC_028955,-,linear,"['Viruses', 'Caudovirales', 'Myoviridae']",DNA,197361,246.0,bacteria,01/05/2016,08/13/2018,NC_028955,84.0,11.583333333333302,ds_DNA,Myoviridae
1971,1972,Prochlorococcus phage Syn1,NC_015288,strain:Syn1,linear,"['Viruses', 'Caudovirales', 'Myoviridae']",DNA,191195,234.0,bacteria,03/24/2011,08/13/2018,NC_015288,110.0,17.2090909090909,ds_DNA,Myoviridae
1972,1973,Prochlorococcus phage Syn33,NC_015285,strain:Syn33,linear,"['Viruses', 'Caudovirales', 'Myoviridae']",DNA,174285,227.0,bacteria,03/24/2011,08/13/2018,NC_015285,101.0,20.485148514851502,ds_DNA,Myoviridae
1973,1974,Prochlorococcus virus PSSP7,NC_006882,-,linear,"['Viruses', 'Caudovirales', 'Podoviridae', 'Autographivirinae']",DNA,45176,58.0,bacteria,03/25/2005,08/13/2018,NC_006882,32.0,25.75,ds_DNA,Podoviridae
1974,1975,Propionibacterium phage ATCC29399B_C,NC_018851,-,linear,"['Viruses', 'Caudovirales', 'Siphoviridae', 'Pahexavirus']",DNA,29516,46.0,bacteria,10/15/2012,08/13/2018,NC_018851,13.0,42.5384615384615,ds_DNA,Siphoviridae
1975,1976,Propionibacterium phage ATCC29399B_T,NC_018847,-,linear,"['Viruses', 'Caudovirales', 'Siphoviridae', 'Pahexavirus']",DNA,29516,46.0,bacteria,10/15/2012,08/13/2018,NC_018847,13.0,42.3076923076923,ds_DNA,Siphoviridae
1976,1977,Propionibacterium phage Anatole,NC_041890,-,linear,"['Viruses', 'Caudovirales', 'Siphoviridae', 'Anatolevirus']",DNA,35284,55.0,bacteria,05/02/2019,05/02/2019,NC_041890,29.0,19.3448275862069,ds_DNA,Siphoviridae
1977,1978,Propionibacterium phage Attacne,NC_027629,-,linear,"['Viruses', 'Caudovirales', 'Siphoviridae', 'Pahexavirus']",DNA,28876,45.0,bacteria,07/28/2015,04/10/2019,NC_027629,13.0,49.3076923076923,ds_DNA,Siphoviridae
1978,1979,Propionibacterium phage B22,NC_041891,-,linear,"['Viruses', 'Caudovirales', 'Siphoviridae', 'Doucettevirus']",DNA,37219,61.0,bacteria,05/02/2019,05/02/2019,NC_041891,33.0,6.09090909090909,ds_DNA,Siphoviridae
1979,1980,Propionibacterium phage B3,NC_041892,-,linear,"['Viruses', 'Caudovirales', 'Siphoviridae', 'Anatolevirus']",DNA,35948,57.0,bacteria,05/02/2019,05/02/2019,NC_041892,30.0,18.8333333333333,ds_DNA,Siphoviridae
1980,1981,Propionibacterium phage BruceLethal,NC_031084,-,linear,"['Viruses', 'Caudovirales', 'Siphoviridae', 'Pahexavirus', 'unclassified Pahexavirus']",DNA,29249,44.0,bacteria,09/23/2016,04/10/2019,NC_031084,14.0,42.4285714285714,ds_DNA,Siphoviridae
1981,1982,Propionibacterium phage Doucette,NC_041893,-,linear,"['Viruses', 'Caudovirales', 'Siphoviridae', 'Doucettevirus']",DNA,37429,61.0,bacteria,05/02/2019,05/02/2019,NC_041893,33.0,6.0,ds_DNA,Siphoviridae
1982,1983,Propionibacterium phage E6,NC_041894,-,linear,"['Viruses', 'Caudovirales', 'Siphoviridae', 'Doucettevirus']",DNA,38067,60.0,bacteria,05/02/2019,05/02/2019,NC_041894,30.0,6.73333333333333,ds_DNA,Siphoviridae
1983,1984,Propionibacterium phage Enoki,NC_031119,-,linear,"['Viruses', 'Caudovirales', 'Siphoviridae', 'Pahexavirus', 'unclassified Pahexavirus']",DNA,29347,45.0,bacteria,09/23/2016,04/10/2019,NC_031119,14.0,45.78571428571429,ds_DNA,Siphoviridae
1984,1985,Propionibacterium phage G4,NC_041895,-,linear,"['Viruses', 'Caudovirales', 'Siphoviridae', 'Doucettevirus']",DNA,38555,69.0,bacteria,05/02/2019,05/02/2019,NC_041895,39.0,6.0,ds_DNA,Siphoviridae
1985,1986,Propionibacterium phage Keiki,NC_041954,-,linear,"['Viruses', 'Caudovirales', 'Siphoviridae', 'Pahexavirus']",DNA,29339,45.0,bacteria,05/02/2019,05/02/2019,NC_041954,13.0,42.3076923076923,ds_DNA,Siphoviridae
1986,1987,Propionibacterium phage Kubed,NC_027625,-,linear,"['Viruses', 'Caudovirales', 'Siphoviridae', 'Pahexavirus']",DNA,29461,44.0,bacteria,07/28/2015,04/10/2019,NC_027625,12.0,45.75,ds_DNA,Siphoviridae
